Gene,log2FC
Gene_1,0.4967141530112327
Gene_2,-0.13826430117118466
Gene_3,0.6476885381006925
Gene_4,1.5230298564080254
Gene_5,-0.23415337472333597
Gene_6,-0.23413695694918055
Gene_7,1.5792128155073915
Gene_8,0.7674347291529088
Gene_9,-0.4694743859349521
Gene_10,0.5425600435859647
Gene_11,-0.46341769281246226
Gene_12,-0.46572975357025687
Gene_13,0.24196227156603412
Gene_14,-1.913280244657798
Gene_15,-1.7249178325130328
Gene_16,-0.5622875292409727
Gene_17,-1.0128311203344238
Gene_18,0.3142473325952739
Gene_19,-0.9080240755212109
Gene_20,-1.4123037013352915
Gene_21,1.465648768921554
Gene_22,-0.22577630048653566
Gene_23,0.06752820468792384
Gene_24,-1.4247481862134568
Gene_25,-0.5443827245251827
Gene_26,0.11092258970986608
Gene_27,-1.1509935774223028
Gene_28,0.37569801834567196
Gene_29,-0.600638689918805
Gene_30,-0.2916937497932768
Gene_31,-0.6017066122293969
Gene_32,1.8522781845089378
Gene_33,-0.013497224737933921
Gene_34,-1.0577109289559004
Gene_35,0.822544912103189
Gene_36,-1.2208436499710222
Gene_37,0.2088635950047554
Gene_38,-1.9596701238797756
Gene_39,-1.3281860488984305
Gene_40,0.19686123586912352
Gene_41,0.7384665799954104
Gene_42,0.1713682811899705
Gene_43,-0.11564828238824053
Gene_44,-0.3011036955892888
Gene_45,-1.4785219903674274
Gene_46,-0.7198442083947086
Gene_47,-0.4606387709597875
Gene_48,1.0571222262189157
Gene_49,0.3436182895684614
Gene_50,-1.763040155362734
Gene_51,0.324083969394795
Gene_52,-0.38508228041631654
Gene_53,-0.6769220003059587
Gene_54,0.6116762888408679
Gene_55,1.030999522495951
Gene_56,0.9312801191161986
Gene_57,-0.8392175232226385
Gene_58,-0.3092123758512146
Gene_59,0.33126343140356396
Gene_60,0.9755451271223592
Gene_61,-0.47917423784528995
Gene_62,-0.18565897666381712
Gene_63,-1.1063349740060282
Gene_64,-1.1962066240806708
Gene_65,0.812525822394198
Gene_66,1.356240028570823
Gene_67,-0.07201012158033385
Gene_68,1.0035328978920242
Gene_69,0.36163602504763415
Gene_70,-0.6451197546051243
Gene_71,0.36139560550841393
Gene_72,1.5380365664659692
Gene_73,-0.03582603910995154
Gene_74,1.5646436558140062
Gene_75,-2.6197451040897444
Gene_76,0.8219025043752238
Gene_77,0.08704706823817122
Gene_78,-0.29900735046586746
Gene_79,0.0917607765355023
Gene_80,-1.9875689146008928
Gene_81,-0.21967188783751193
Gene_82,0.3571125715117464
Gene_83,1.477894044741516
